Order_ID,Platform,Order_Date,Order_Time,City,Zone,Restaurant_Name,Cuisine,Order_Value_INR,Distance_km,Prep_Time_min,Expected_Time_min,Delivery_Time_min,Delay_min,Delivery_Status,Traffic_Level,Weather,Rider_Availability,Customer_Rating,Cancellation,Payment_Method
OD0000155,Zomato,06-07-2025,19:35,Chennai,Anna Nagar,Chennai Spice Hub,Street Food,143,4.95,9,35,37,2,On-time,Low,Rainy,High,4.3,No,UPI
OD0000156,Swiggy,31-08-2025,13:55,Hyderabad,Hitech City,Hyderabad Tandoor,Burger,245,5.93,15,50,77,27,Late,Medium,Clear,Medium,2.5,No,UPI
OD0000157,Zomato,27-03-2025,22:30,Hyderabad,Banjara Hills,Hyderabad Delight,Burger,347,7.47,13,69,79,10,Late,Medium,Foggy,Low,3.5,No,UPI
OD0000158,Zomato,11-10-2025,12:05,Mumbai,Thane,Mumbai Wok,Desserts,374,5.78,6,41,35,-6,On-time,Medium,Clear,Low,4.4,No,UPI
OD0000159,Zomato,07-03-2025,20:10,Ahmedabad,SG Highway,Ahmedabad Cafe,Healthy,299,5.25,9,39,36,-3,On-time,Medium,Clear,Medium,4.2,No,UPI
OD0000160,Zomato,19-06-2025,22:00,Hyderabad,Gachibowli,Hyderabad Express,South Indian,232,3.92,21,40,30,-10,On-time,Low,Clear,Medium,4.7,No,UPI
OD0000161,Zomato,14-02-2025,19:35,Delhi NCR,West Delhi,Delhi Spice Hub,Desserts,221,5.82,13,44,49,5,On-time,Medium,Clear,High,4.1,No,UPI
OD0000162,Swiggy,03-03-2025,15:50,Pune,Wakad,Pune Tandoor,Cafe,99,3.37,7,25,20,-5,On-time,Medium,Clear,High,4.3,No,UPI
OD0000163,Zomato,14-05-2025,21:35,Jaipur,C Scheme,Jaipur Wok,North Indian,223,5.2,16,50,45,-5,On-time,Medium,Cloudy,Medium,4.8,No,Card
OD0000164,Swiggy,11-10-2025,22:40,Lucknow,Mahanagar,Lucknow Bites,North Indian,325,4.36,17,46,49,3,On-time,Medium,Cloudy,Medium,4.1,No,Cash
OD0000165,Swiggy,28-01-2025,13:55,Bengaluru,Whitefield,Bengaluru Wok,Desserts,310,2.83,10,26,17,-9,On-time,Low,Rainy,High,4.2,No,Cash
OD0000166,Swiggy,18-04-2025,22:20,Delhi NCR,Central Delhi,Delhi Tandoor,Pizza,406,7.92,18,75,91,16,Late,High,Clear,Medium,3.1,No,UPI
OD0000167,Zomato,13-02-2025,21:40,Hyderabad,Secunderabad,Hyderabad Wok,North Indian,225,2.84,20,46,43,-3,On-time,High,Cloudy,High,4.6,No,UPI
OD0000168,Zomato,06-12-2025,20:20,Delhi NCR,West Delhi,Delhi Express,North Indian,414,4.01,23,59,59,0,On-time,Medium,Rainy,Medium,4.2,No,UPI
OD0000169,Zomato,13-10-2025,14:15,Jaipur,Mansarovar,Jaipur Tandoor,South Indian,182,1.63,19,38,36,-2,On-time,Medium,Rainy,Medium,3.9,No,UPI
OD0000170,Swiggy,27-11-2025,14:40,Mumbai,South Mumbai,Mumbai Kitchen,Street Food,99,4.46,9,32,33,1,On-time,Low,Clear,Low,4.6,No,Card
OD0000171,Zomato,08-05-2025,13:15,Mumbai,Bandra,Mumbai Bites,Cafe,193,5.67,9,41,48,7,Late,Medium,Clear,Medium,4.5,Yes,UPI
OD0000172,Zomato,14-12-2025,13:55,Bengaluru,Electronic City,Bengaluru Treats,Chinese,297,2.99,19,37,51,14,Late,Medium,Clear,High,3.6,Yes,Card
OD0000173,Swiggy,19-08-2025,15:30,Bengaluru,HSR Layout,Bengaluru Cafe,Cafe,270,1.16,9,19,39,20,Late,Medium,Clear,Low,3.8,No,UPI
OD0000174,Swiggy,09-07-2025,15:30,Pune,Viman Nagar,Pune Cafe,Burger,222,4.05,16,54,50,-4,On-time,High,Rainy,High,4.8,No,UPI
OD0000175,Swiggy,13-08-2025,15:30,Hyderabad,Banjara Hills,Hyderabad Wok,Street Food,241,4.49,15,41,44,3,On-time,Low,Cloudy,Low,4,Yes,Cash
OD0000176,Zomato,10-10-2025,08:45,Mumbai,Powai,Mumbai Express,Burger,171,4.33,16,36,35,-1,On-time,Low,Cloudy,High,4.1,No,UPI
OD0000177,Swiggy,01-05-2025,12:25,Mumbai,South Mumbai,Mumbai Cafe,Desserts,235,7.97,7,51,57,6,Late,Medium,Clear,Medium,4.1,No,UPI
OD0000178,Zomato,26-04-2025,15:30,Hyderabad,Kukatpally,Hyderabad Bites,Street Food,99,5.47,8,39,39,0,On-time,Medium,Clear,Medium,4.3,No,UPI
OD0000179,Swiggy,21-08-2025,20:35,Delhi NCR,Gurgaon,Delhi Bites,Healthy,263,5.31,12,34,26,-8,On-time,Low,Clear,High,4.5,No,Wallet
OD0000180,Zomato,16-09-2025,15:35,Chennai,Velachery,Chennai Bites,Chinese,242,5.46,22,63,64,1,On-time,Medium,Cloudy,Low,4,No,UPI
OD0000181,Zomato,25-12-2025,14:50,Chennai,Velachery,Chennai Treats,Healthy,307,5.45,12,44,43,-1,On-time,Medium,Clear,Medium,4.5,No,UPI
OD0000182,Swiggy,17-07-2025,22:55,Kolkata,Ballygunge,Kolkata Bites,Burger,131,3.91,11,38,39,1,On-time,High,Clear,High,4.3,Yes,Card
OD0000183,Swiggy,17-05-2025,15:10,Jaipur,Tonk Road,Jaipur Bites,Burger,376,2.93,14,31,23,-8,On-time,Medium,Clear,High,4.7,No,Card
OD0000184,Zomato,14-11-2025,08:30,Jaipur,Tonk Road,Jaipur Delight,Chinese,314,9.74,23,80,72,-8,On-time,High,Clear,Medium,4.6,No,Cash
OD0000185,Zomato,14-06-2025,19:05,Lucknow,Hazratganj,Lucknow Cafe,Burger,181,4.51,10,34,43,9,Late,Medium,Clear,High,4,No,UPI
OD0000186,Swiggy,13-08-2025,20:35,Mumbai,Bandra,Mumbai Spice Hub,Healthy,402,4.84,16,63,68,5,On-time,High,Rainy,Medium,4.5,No,Wallet
OD0000187,Swiggy,03-11-2025,14:30,Delhi NCR,Gurgaon,Delhi Express,Desserts,178,4.89,9,37,35,-2,On-time,Medium,Clear,Medium,4.8,No,Card
OD0000188,Swiggy,22-08-2025,15:25,Bengaluru,Koramangala,Bengaluru Wok,Street Food,194,3.29,12,42,41,-1,On-time,High,Rainy,High,4.5,No,UPI
OD0000189,Swiggy,21-06-2025,15:20,Jaipur,Malviya Nagar,Jaipur Delight,Street Food,356,5.16,14,57,57,0,On-time,High,Foggy,High,4.4,No,UPI
OD0000190,Zomato,01-06-2025,22:20,Lucknow,Indira Nagar,Lucknow Tandoor,Desserts,274,2.24,8,22,22,0,On-time,Medium,Clear,Medium,4.5,No,Wallet
OD0000191,Swiggy,11-11-2025,22:00,Ahmedabad,Navrangpura,Ahmedabad Tandoor,Chinese,249,6.23,21,66,65,-1,On-time,Medium,Rainy,High,3.8,No,Card
OD0000192,Swiggy,09-06-2025,19:25,Delhi NCR,West Delhi,Delhi Express,Street Food,233,4.29,12,41,42,1,On-time,High,Clear,High,4.4,No,Card
OD0000193,Swiggy,06-04-2025,12:50,Lucknow,Indira Nagar,Lucknow Grill House,Chinese,393,7.06,21,69,66,-3,On-time,Medium,Foggy,High,4.4,No,Card
OD0000194,Zomato,21-08-2025,12:15,Bengaluru,Koramangala,Bengaluru Delight,Pizza,420,5.83,21,57,73,16,Late,Low,Rainy,Medium,3.3,No,UPI
OD0000195,Swiggy,29-06-2025,12:45,Delhi NCR,Central Delhi,Delhi Express,Pizza,377,5.59,26,80,80,0,On-time,High,Rainy,High,3.6,No,UPI
OD0000196,Swiggy,23-04-2025,13:35,Hyderabad,Madhapur,Hyderabad Wok,Cafe,234,3.21,8,29,31,2,On-time,Medium,Clear,Low,4.5,No,UPI
OD0000197,Swiggy,14-11-2025,20:35,Delhi NCR,West Delhi,Delhi Delight,Cafe,382,4.94,15,45,61,16,Late,Low,Rainy,Medium,4,No,UPI
OD0000198,Swiggy,21-02-2025,21:10,Hyderabad,Secunderabad,Hyderabad Kitchen,Street Food,134,6.31,12,54,54,0,On-time,Medium,Rainy,High,4.5,No,UPI
OD0000199,Swiggy,25-09-2025,19:10,Bengaluru,Electronic City,Bengaluru Tandoor,Pizza,410,5.03,17,55,68,13,Late,High,Cloudy,High,3.6,No,UPI
OD0000200,Swiggy,22-10-2025,11:45,Hyderabad,Banjara Hills,Hyderabad Spice Hub,Pizza,485,2.08,24,52,51,-1,On-time,High,Clear,Low,4.4,No,Card
OD0000201,Zomato,23-04-2025,14:45,Chennai,OMR,Chennai Wok,Burger,374,6.77,11,49,61,12,Late,Medium,Clear,Medium,3.6,No,UPI
OD0000202,Zomato,11-04-2025,22:30,Ahmedabad,Bopal,Ahmedabad Grill House,Healthy,225,6.31,14,46,45,-1,On-time,Low,Clear,Low,4.6,No,UPI
OD0000203,Swiggy,23-04-2025,14:05,Kolkata,Park Street,Kolkata Tandoor,Burger,273,1.8,13,27,33,6,Late,Medium,Cloudy,Medium,4.5,No,Cash
OD0000204,Swiggy,22-03-2025,20:05,Bengaluru,Whitefield,Bengaluru Bites,Burger,268,5.05,21,50,44,-6,On-time,Medium,Clear,High,4.5,No,UPI
OD0000205,Zomato,06-07-2025,21:50,Ahmedabad,Satellite,Ahmedabad Cafe,Cafe,283,6.43,15,57,44,-13,On-time,Low,Rainy,Low,4.4,No,UPI
OD0000206,Swiggy,23-04-2025,19:45,Jaipur,Malviya Nagar,Jaipur Grill House,North Indian,369,3.6,20,51,36,-15,On-time,High,Clear,Medium,4.6,No,Cash
OD0000207,Zomato,02-01-2025,21:40,Delhi NCR,Central Delhi,Delhi Grill House,Biryani,352,2.15,27,38,38,0,On-time,Low,Clear,Medium,4.4,No,Card
OD0000208,Zomato,10-05-2025,14:05,Hyderabad,Kukatpally,Hyderabad Delight,Street Food,180,2.65,11,26,23,-3,On-time,Medium,Clear,High,4.7,No,UPI
OD0000209,Zomato,08-08-2025,21:00,Mumbai,Powai,Mumbai Cafe,Street Food,104,4.58,13,34,40,6,Late,Low,Cloudy,High,3.8,No,UPI
OD0000210,Swiggy,23-02-2025,22:05,Delhi NCR,Central Delhi,Delhi Cafe,South Indian,174,6.66,12,55,54,-1,On-time,High,Clear,High,4.5,No,UPI
OD0000211,Zomato,09-12-2025,14:50,Kolkata,New Town,Kolkata Spice Hub,Cafe,301,2.63,13,24,33,9,Late,Low,Clear,High,3.9,No,Cash
OD0000212,Swiggy,12-08-2025,22:55,Ahmedabad,Navrangpura,Ahmedabad Grill House,Chinese,169,2.64,17,35,26,-9,On-time,Medium,Clear,Medium,4.6,No,UPI
OD0000213,Swiggy,13-08-2025,13:55,Mumbai,Bandra,Mumbai Delight,Street Food,217,4.19,6,34,35,1,On-time,High,Cloudy,High,4.6,No,UPI
OD0000214,Swiggy,06-05-2025,21:45,Ahmedabad,Satellite,Ahmedabad Express,South Indian,344,6.18,17,51,55,4,On-time,Low,Cloudy,Low,4.3,No,Cash
OD0000215,Zomato,10-05-2025,22:35,Ahmedabad,Navrangpura,Ahmedabad Delight,Healthy,393,8.31,16,51,51,0,On-time,Low,Clear,High,4.6,No,UPI
OD0000216,Swiggy,22-02-2025,14:25,Jaipur,C Scheme,Jaipur Wok,Biryani,567,4.98,25,49,52,3,On-time,Low,Clear,Medium,4.5,No,UPI
OD0000217,Zomato,21-06-2025,10:20,Mumbai,Navi Mumbai,Mumbai Grill House,South Indian,181,3.45,20,46,48,2,On-time,Medium,Clear,Low,4.3,No,UPI
OD0000218,Zomato,06-08-2025,15:35,Jaipur,Jagatpura,Jaipur Kitchen,Biryani,354,3.21,24,44,36,-8,On-time,Medium,Clear,High,4.6,No,UPI
OD0000219,Swiggy,09-06-2025,22:25,Bengaluru,Electronic City,Bengaluru Express,Desserts,218,7.54,10,52,59,7,Late,Medium,Cloudy,High,3.5,No,Card
OD0000220,Swiggy,17-07-2025,14:10,Chennai,Adyar,Chennai Grill House,Desserts,350,2.27,6,16,17,1,On-time,Low,Clear,Medium,4.4,No,Card
OD0000221,Zomato,04-09-2025,21:20,Delhi NCR,East Delhi,Delhi Delight,North Indian,362,5.19,15,46,58,12,Late,Medium,Clear,Medium,3.6,No,UPI
OD0000222,Swiggy,20-11-2025,14:40,Delhi NCR,Noida,Delhi Cafe,North Indian,298,7.44,18,68,64,-4,On-time,High,Clear,High,4,No,UPI
OD0000223,Swiggy,22-07-2025,13:05,Pune,Wakad,Pune Express,Chinese,363,4.48,15,47,50,3,On-time,High,Clear,High,4.1,No,UPI
OD0000224,Swiggy,03-07-2025,15:35,Hyderabad,Madhapur,Hyderabad Kitchen,South Indian,274,2.64,13,30,30,0,On-time,Medium,Cloudy,High,4.5,No,Wallet
OD0000225,Swiggy,03-05-2025,20:55,Mumbai,Powai,Mumbai Tandoor,Chinese,239,5.86,25,73,76,3,On-time,High,Clear,Medium,4,No,Card
OD0000226,Zomato,12-09-2025,22:35,Mumbai,Navi Mumbai,Mumbai Express,Biryani,306,5.01,26,65,66,1,On-time,High,Clear,High,4,No,UPI
OD0000227,Swiggy,21-10-2025,19:20,Kolkata,Howrah,Kolkata Tandoor,Desserts,211,5.74,17,51,46,-5,On-time,Medium,Clear,Medium,4,No,UPI
OD0000228,Zomato,07-10-2025,13:20,Delhi NCR,Gurgaon,Delhi Cafe,South Indian,325,5.96,14,39,51,12,Late,Low,Clear,High,4,No,UPI
OD0000229,Swiggy,21-11-2025,21:35,Ahmedabad,Navrangpura,Ahmedabad Express,Desserts,99,5.84,10,60,61,1,On-time,High,Rainy,Medium,3.9,No,UPI
OD0000230,Zomato,08-04-2025,21:30,Delhi NCR,Noida,Delhi Kitchen,Pizza,480,5.39,19,61,71,10,Late,High,Clear,Medium,3.6,No,Wallet
OD0000231,Zomato,17-07-2025,18:25,Mumbai,Andheri,Mumbai Wok,Healthy,294,6.15,6,35,38,3,On-time,Low,Cloudy,Medium,4,No,Card
OD0000232,Swiggy,28-08-2025,21:20,Bengaluru,Electronic City,Bengaluru Express,Healthy,201,7.5,13,72,64,-8,On-time,High,Rainy,High,4.2,No,Card
OD0000233,Zomato,24-05-2025,12:55,Hyderabad,Gachibowli,Hyderabad Kitchen,Pizza,521,3.23,19,44,48,4,On-time,Medium,Clear,Low,3.7,No,UPI
OD0000234,Zomato,07-04-2025,12:55,Bengaluru,Electronic City,Bengaluru Tandoor,Street Food,127,4.27,9,34,39,5,On-time,Medium,Clear,Medium,4.4,No,UPI
OD0000235,Zomato,20-07-2025,20:15,Bengaluru,HSR Layout,Bengaluru Delight,Healthy,475,6.39,10,50,52,2,On-time,Medium,Clear,Low,4.2,No,UPI
OD0000236,Swiggy,04-05-2025,15:20,Lucknow,Gomti Nagar,Lucknow Treats,Cafe,345,4.65,13,48,56,8,Late,Medium,Rainy,Medium,4.1,No,UPI
OD0000237,Swiggy,06-07-2025,21:05,Kolkata,Ballygunge,Kolkata Delight,Desserts,302,2.27,12,31,20,-11,On-time,Medium,Foggy,Medium,4.2,No,UPI
OD0000238,Zomato,22-11-2025,21:15,Delhi NCR,Central Delhi,Delhi Express,Burger,268,5.47,11,45,77,32,Late,Medium,Cloudy,Medium,3,No,UPI
OD0000239,Zomato,15-12-2025,14:00,Bengaluru,Electronic City,Bengaluru Treats,Desserts,277,3.82,9,31,33,2,On-time,Medium,Cloudy,High,4.3,No,UPI
OD0000240,Zomato,16-09-2025,20:20,Jaipur,Jagatpura,Jaipur Express,Desserts,99,9.04,9,65,94,29,Late,Medium,Rainy,High,2.2,No,UPI
OD0000241,Zomato,28-05-2025,12:40,Bengaluru,Indiranagar,Bengaluru Treats,Chinese,281,6.79,17,63,71,8,Late,Medium,Rainy,High,3.2,No,Cash
OD0000242,Swiggy,09-09-2025,13:50,Delhi NCR,Central Delhi,Delhi Delight,Burger,304,7.12,12,56,45,-11,On-time,Low,Rainy,Low,4.8,No,Cash
OD0000243,Zomato,12-12-2025,23:05,Pune,Hinjewadi,Pune Express,Burger,369,4.88,16,57,56,-1,On-time,High,Clear,Low,4.4,Yes,UPI
OD0000244,Zomato,27-05-2025,17:35,Chennai,T Nagar,Chennai Delight,Cafe,165,5.42,13,48,49,1,On-time,Medium,Clear,Low,4.5,No,UPI
OD0000245,Zomato,28-05-2025,21:10,Chennai,Anna Nagar,Chennai Bites,North Indian,294,4.12,17,48,40,-8,On-time,Medium,Cloudy,Low,4.4,No,UPI
OD0000246,Zomato,18-12-2025,16:35,Delhi NCR,Gurgaon,Delhi Bites,Desserts,247,3.12,11,32,36,4,On-time,Medium,Clear,Low,4.3,No,Cash
OD0000247,Zomato,18-07-2025,12:30,Delhi NCR,West Delhi,Delhi Cafe,North Indian,366,2.98,18,47,49,2,On-time,High,Cloudy,Medium,4.5,No,Wallet
OD0000248,Swiggy,04-11-2025,19:10,Chennai,T Nagar,Chennai Cafe,Street Food,228,9.07,9,47,56,9,Late,Low,Clear,High,3.9,No,Cash
OD0000249,Zomato,08-05-2025,14:05,Mumbai,South Mumbai,Mumbai Tandoor,Biryani,194,5.59,23,49,49,0,On-time,Low,Clear,Medium,4.6,No,Card
OD0000250,Zomato,08-02-2025,11:40,Hyderabad,Madhapur,Hyderabad Express,Desserts,191,2.15,10,31,39,8,Late,High,Rainy,High,3.9,No,UPI
OD0000251,Swiggy,04-12-2025,20:40,Hyderabad,Gachibowli,Hyderabad Spice Hub,Burger,261,6.72,8,43,43,0,On-time,Medium,Clear,High,4.8,No,UPI
OD0000252,Zomato,26-12-2025,15:20,Mumbai,Navi Mumbai,Mumbai Spice Hub,Burger,252,10.05,17,66,67,1,On-time,Low,Cloudy,Medium,4.5,No,UPI
OD0000253,Swiggy,09-05-2025,21:20,Lucknow,Hazratganj,Lucknow Treats,Pizza,361,1.73,16,27,31,4,On-time,Medium,Clear,High,4,No,UPI
OD0000254,Swiggy,24-09-2025,19:45,Ahmedabad,Bopal,Ahmedabad Delight,Desserts,209,6,10,44,45,1,On-time,Medium,Cloudy,High,4.1,No,UPI
OD0000255,Zomato,31-05-2025,11:15,Pune,Hadapsar,Pune Grill House,Cafe,365,2.55,12,28,23,-5,On-time,Medium,Clear,Medium,4.9,No,Card
OD0000256,Swiggy,25-10-2025,21:50,Delhi NCR,East Delhi,Delhi Wok,Burger,491,7.11,15,53,45,-8,On-time,Medium,Clear,High,4.5,No,Card
OD0000257,Zomato,09-04-2025,13:10,Delhi NCR,East Delhi,Delhi Grill House,Street Food,104,0.8,9,21,16,-5,On-time,High,Rainy,Medium,4.4,No,UPI
OD0000258,Swiggy,20-09-2025,20:00,Hyderabad,Secunderabad,Hyderabad Spice Hub,Desserts,236,4.96,11,44,46,2,On-time,High,Clear,High,4,No,Cash
OD0000259,Swiggy,09-09-2025,15:20,Mumbai,South Mumbai,Mumbai Kitchen,Cafe,289,5.69,17,60,62,2,On-time,High,Clear,Medium,4.1,No,UPI
OD0000260,Swiggy,24-05-2025,14:55,Lucknow,Mahanagar,Lucknow Bites,Desserts,294,2.03,9,21,29,8,Late,Medium,Clear,High,4.3,Yes,Cash
OD0000261,Swiggy,12-12-2025,15:05,Delhi NCR,East Delhi,Delhi Treats,Burger,306,5.69,13,46,46,0,On-time,Medium,Clear,Medium,4.1,No,Cash
OD0000262,Swiggy,22-04-2025,21:50,Hyderabad,Gachibowli,Hyderabad Spice Hub,Chinese,338,3.87,15,50,52,2,On-time,Medium,Rainy,Low,4.3,No,UPI
OD0000263,Swiggy,01-03-2025,20:30,Bengaluru,Indiranagar,Bengaluru Spice Hub,North Indian,348,8.25,19,72,100,28,Late,Medium,Clear,Low,2.6,No,UPI
OD0000264,Swiggy,02-01-2025,13:50,Chennai,Anna Nagar,Chennai Spice Hub,Street Food,249,1.95,10,24,16,-8,On-time,Medium,Clear,Low,4.4,No,UPI
OD0000265,Zomato,31-10-2025,14:10,Delhi NCR,Gurgaon,Delhi Express,Cafe,196,6.62,13,58,52,-6,On-time,Medium,Cloudy,Low,4.6,No,Card
OD0000266,Swiggy,11-09-2025,13:20,Bengaluru,Electronic City,Bengaluru Kitchen,Desserts,261,4.6,6,30,36,6,Late,Medium,Clear,High,4,No,UPI
OD0000267,Zomato,20-05-2025,21:35,Mumbai,South Mumbai,Mumbai Grill House,Chinese,347,7.39,17,70,65,-5,On-time,High,Clear,Medium,4.1,No,Wallet
OD0000268,Zomato,06-02-2025,14:55,Jaipur,Mansarovar,Jaipur Express,Street Food,139,7.43,6,39,35,-4,On-time,Low,Clear,Medium,4.4,No,UPI
OD0000269,Swiggy,09-06-2025,14:40,Delhi NCR,South Delhi,Delhi Express,Cafe,285,4.3,15,39,43,4,On-time,Medium,Clear,High,4.3,No,Card
OD0000270,Zomato,09-01-2025,22:05,Jaipur,Jagatpura,Jaipur Tandoor,Chinese,167,4.71,15,46,38,-8,On-time,Medium,Cloudy,Medium,4.8,No,Wallet
OD0000271,Zomato,21-08-2025,22:55,Ahmedabad,Vastrapur,Ahmedabad Treats,Chinese,217,6.62,16,52,46,-6,On-time,Low,Rainy,High,4.2,No,Card
OD0000272,Swiggy,09-04-2025,14:00,Mumbai,South Mumbai,Mumbai Express,Desserts,142,5.84,10,43,42,-1,On-time,Medium,Cloudy,High,4.6,No,UPI
OD0000273,Zomato,27-05-2025,12:50,Pune,Baner,Pune Cafe,South Indian,169,4.57,13,40,36,-4,On-time,Low,Rainy,Medium,4.6,Yes,UPI
OD0000274,Zomato,31-10-2025,19:10,Delhi NCR,East Delhi,Delhi Tandoor,Street Food,184,3.13,8,25,36,11,Late,Medium,Clear,High,4.2,No,UPI
OD0000275,Swiggy,27-07-2025,22:20,Lucknow,Indira Nagar,Lucknow Spice Hub,Desserts,205,5.53,17,42,41,-1,On-time,Low,Cloudy,High,4.5,No,UPI
OD0000276,Swiggy,11-05-2025,15:50,Hyderabad,Madhapur,Hyderabad Cafe,Desserts,234,2.58,10,38,41,3,On-time,High,Foggy,Low,4.1,No,UPI
OD0000277,Swiggy,01-06-2025,19:35,Bengaluru,Malleshwaram,Bengaluru Tandoor,North Indian,305,6.1,21,47,51,4,On-time,Low,Clear,High,4.4,No,UPI
OD0000278,Zomato,23-02-2025,14:25,Bengaluru,Electronic City,Bengaluru Delight,Street Food,336,7.02,9,56,55,-1,On-time,High,Clear,Medium,4.2,No,Card
OD0000279,Zomato,30-04-2025,20:25,Delhi NCR,Noida,Delhi Delight,South Indian,226,3.15,15,41,48,7,Late,High,Clear,Medium,4.4,No,UPI
OD0000280,Swiggy,10-06-2025,15:20,Lucknow,Gomti Nagar,Lucknow Bites,Pizza,319,3.97,18,47,64,17,Late,Medium,Clear,Low,3.2,No,Card
OD0000281,Zomato,26-04-2025,22:40,Delhi NCR,East Delhi,Delhi Grill House,Biryani,211,3.54,26,43,37,-6,On-time,Low,Clear,Medium,4.8,No,UPI
OD0000282,Swiggy,16-03-2025,12:25,Kolkata,Garia,Kolkata Kitchen,Chinese,250,6.91,18,62,69,7,Late,Medium,Cloudy,Medium,4.2,No,UPI
OD0000283,Swiggy,23-04-2025,12:30,Hyderabad,Banjara Hills,Hyderabad Grill House,Street Food,153,4.91,10,32,44,12,Late,Low,Clear,Medium,3.8,No,UPI
OD0000284,Zomato,14-04-2025,08:50,Lucknow,Indira Nagar,Lucknow Spice Hub,Healthy,440,4.07,14,35,33,-2,On-time,Low,Clear,Low,4.3,No,UPI
OD0000285,Zomato,06-12-2025,22:30,Mumbai,Navi Mumbai,Mumbai Delight,Desserts,176,6.1,8,40,44,4,On-time,Medium,Clear,High,4.2,No,UPI
OD0000286,Zomato,11-09-2025,14:45,Hyderabad,Hitech City,Hyderabad Grill House,Cafe,259,3.84,9,31,27,-4,On-time,Medium,Clear,Medium,4.4,No,UPI
OD0000287,Swiggy,15-08-2025,22:00,Hyderabad,Banjara Hills,Hyderabad Cafe,Chinese,291,4.39,20,45,45,0,On-time,Medium,Clear,High,4.5,No,Wallet
OD0000288,Zomato,22-04-2025,13:20,Kolkata,Garia,Kolkata Bites,Street Food,99,2.57,10,28,26,-2,On-time,Medium,Clear,Low,4.5,No,UPI
OD0000289,Zomato,09-04-2025,15:05,Delhi NCR,Central Delhi,Delhi Spice Hub,North Indian,419,6.48,19,64,71,7,Late,High,Clear,High,3.8,No,UPI
OD0000290,Swiggy,02-06-2025,13:55,Mumbai,Thane,Mumbai Treats,Cafe,197,2.62,12,23,17,-6,On-time,Low,Clear,High,4.2,No,UPI
OD0000291,Swiggy,15-12-2025,12:40,Mumbai,Navi Mumbai,Mumbai Tandoor,Cafe,320,7.67,14,58,61,3,On-time,Low,Rainy,Medium,4.1,No,Cash
OD0000292,Zomato,04-12-2025,13:05,Pune,Baner,Pune Bites,North Indian,268,5.28,12,45,44,-1,On-time,Medium,Cloudy,Medium,4.4,No,Card
OD0000293,Swiggy,13-07-2025,19:50,Mumbai,Bandra,Mumbai Wok,Healthy,289,4.49,10,42,46,4,On-time,High,Clear,Medium,4.9,No,Card
OD0000294,Zomato,06-11-2025,22:55,Chennai,Adyar,Chennai Kitchen,Street Food,122,4.77,6,38,31,-7,On-time,High,Cloudy,High,4.1,No,UPI
OD0000295,Swiggy,12-06-2025,14:30,Mumbai,Navi Mumbai,Mumbai Cafe,North Indian,290,8.22,23,80,86,6,Late,Medium,Foggy,Medium,4.2,No,UPI
OD0000296,Swiggy,27-07-2025,22:15,Ahmedabad,Vastrapur,Ahmedabad Tandoor,Burger,315,2.11,14,27,31,4,On-time,Medium,Clear,High,4.1,No,UPI
OD0000297,Zomato,18-06-2025,20:30,Lucknow,Hazratganj,Lucknow Spice Hub,Cafe,134,2.26,12,29,19,-10,On-time,Medium,Clear,Low,4.1,No,Cash
OD0000298,Swiggy,10-06-2025,13:05,Hyderabad,Kukatpally,Hyderabad Spice Hub,Chinese,375,6.72,14,51,55,4,On-time,Low,Foggy,Medium,4.1,No,UPI
OD0000299,Zomato,09-03-2025,15:25,Bengaluru,HSR Layout,Bengaluru Treats,Burger,344,2.96,17,35,26,-9,On-time,Medium,Clear,High,4.7,No,Card
OD0000300,Swiggy,16-10-2025,16:00,Mumbai,Andheri,Mumbai Wok,Chinese,255,3.32,22,48,50,2,On-time,Medium,Clear,Low,4.5,No,UPI
OD0000301,Zomato,04-10-2025,14:45,Delhi NCR,East Delhi,Delhi Spice Hub,Pizza,292,3.91,21,44,29,-15,On-time,Medium,Clear,High,4.5,No,UPI
OD0000302,Zomato,31-10-2025,22:10,Mumbai,South Mumbai,Mumbai Kitchen,Desserts,253,7.05,11,64,50,-14,On-time,High,Clear,Low,4.4,No,UPI
OD0000303,Zomato,15-05-2025,15:25,Kolkata,Salt Lake,Kolkata Bites,Street Food,189,6.42,12,57,59,2,On-time,High,Clear,Medium,4.4,No,Card
OD0000304,Zomato,14-07-2025,15:35,Hyderabad,Kukatpally,Hyderabad Treats,Biryani,414,4.52,20,41,51,10,Late,Low,Clear,Medium,4,No,UPI
OD0000305,Swiggy,08-05-2025,14:55,Lucknow,Hazratganj,Lucknow Cafe,Biryani,203,5.6,22,63,72,9,Late,High,Clear,High,3.8,Yes,Wallet
OD0000306,Swiggy,02-02-2025,15:15,Bengaluru,Electronic City,Bengaluru Express,Desserts,99,5.55,6,37,36,-1,On-time,Low,Rainy,Medium,4.1,Yes,UPI
OD0000307,Swiggy,25-06-2025,21:00,Kolkata,Howrah,Kolkata Spice Hub,Pizza,606,2.79,17,30,35,5,On-time,Low,Cloudy,High,3.9,No,UPI
OD0000308,Zomato,22-01-2025,15:55,Hyderabad,Gachibowli,Hyderabad Grill House,North Indian,392,2.93,19,54,54,0,On-time,High,Rainy,Medium,4.2,No,UPI
OD0000309,Zomato,26-08-2025,20:30,Hyderabad,Hitech City,Hyderabad Cafe,Street Food,162,0.8,10,16,18,2,On-time,Medium,Clear,High,3.9,No,Cash
